Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
1,12.2,AatroxTop,SejuaniJungle,AkaliMid,LucianBot,NamiSupport,NocturneTop,MaokaiJungle,AzirMid,Kai'SaBot,AmumuSupport
0,12.2,AatroxTop,TrundleJungle,ZoeMid,ApheliosBot,ThreshSupport,NocturneTop,SejuaniJungle,ViktorMid,JinxBot,Tahm KenchSupport
1,12.2,VayneTop,SejuaniJungle,IreliaMid,SeraphineBot,KarmaSupport,AatroxTop,TrundleJungle,AzirMid,AsheBot,NautilusSupport
1,12.18,SionTop,ViegoJungle,ViktorMid,ApheliosBot,LuluSupport,GangplankTop,RumbleJungle,EzrealMid,LucianBot,NamiSupport
1,12.18,OrnnTop,GravesJungle,KarmaMid,LucianBot,NamiSupport,SejuaniTop,Lee SinJungle,AkaliMid,Kai'SaBot,RakanSupport
0,12.18,OrnnTop,ViegoJungle,AzirMid,VarusBot,Tahm KenchSupport,AatroxTop,SejuaniJungle,SylasMid,EzrealBot,KarmaSupport
0,12.18,AatroxTop,WukongJungle,AkaliMid,Kai'SaBot,RakanSupport,SejuaniTop,Lee SinJungle,ViktorMid,VarusBot,Tahm KenchSupport
1,12.18,SettTop,Lee SinJungle,LeBlancMid,LucianBot,NamiSupport,SejuaniTop,ViegoJungle,MalzaharMid,ApheliosBot,LuluSupport
0,12.18,SejuaniTop,TrundleJungle,SylasMid,ApheliosBot,LeonaSupport,SettTop,PoppyJungle,ViktorMid,LucianBot,NamiSupport
0,12.18,AhriTop,GravesJungle,FioraMid,AsheBot,LuluSupport,SejuaniTop,Lee SinJungle,VeigarMid,ApheliosBot,KarmaSupport
0,12.18,OrnnTop,GravesJungle,SylasMid,ApheliosBot,LeonaSupport,IllaoiTop,LilliaJungle,Vel'KozMid,SivirBot,YuumiSupport
0,12.18,SejuaniTop,ViegoJungle,OriannaMid,Miss FortuneBot,LuluSupport,DariusTop,Lee SinJungle,LeBlancMid,LucianBot,NamiSupport
0,12.19,CamilleTop,TrundleJungle,SylasMid,CaitlynBot,Renata GlascSupport,SejuaniTop,MaokaiJungle,SyndraMid,KalistaBot,SorakaSupport
0,12.18,SettTop,MaokaiJungle,AatroxMid,SennaBot,Dr. MundoSupport,FioraTop,RammusJungle,SylasMid,Kai'SaBot,SejuaniSupport
1,12.19,SejuaniTop,Xin ZhaoJungle,OriannaMid,SivirBot,YuumiSupport,MaokaiTop,Bel'VethJungle,FizzMid,CaitlynBot,HeimerdingerSupport
0,12.18,OlafTop,Bel'VethJungle,CassiopeiaMid,SivirBot,YuumiSupport,CamilleTop,MaokaiJungle,SwainMid,KalistaBot,LeonaSupport
1,12.18,MaokaiTop,Lee SinJungle,SylasMid,Kai'SaBot,AmumuSupport,SionTop,TrundleJungle,CorkiMid,ApheliosBot,ThreshSupport
1,12.18,YoneTop,SejuaniJungle,SylasMid,TwitchBot,YuumiSupport,GarenTop,Bel'VethJungle,TaliyahMid,VarusBot,ThreshSupport
1,12.18,MaokaiTop,GravesJungle,SeraphineMid,VarusBot,Tahm KenchSupport,FioraTop,SejuaniJungle,YoneMid,Kai'SaBot,NautilusSupport
0,12.19,FioraTop,Bel'VethJungle,SyndraMid,EzrealBot,YuumiSupport,CamilleTop,SejuaniJungle,ZiggsMid,TristanaBot,NautilusSupport
1,12.18,AatroxTop,MaokaiJungle,AzirMid,CaitlynBot,KarmaSupport,SejuaniTop,GravesJungle,Vel'KozMid,EzrealBot,BlitzcrankSupport
1,12.19,MaokaiTop,ViegoJungle,SyndraMid,Miss FortuneBot,RakanSupport,KaynTop,TrundleJungle,SylasMid,SivirBot,SorakaSupport
0,12.18,MaokaiTop,ViegoJungle,ZiggsMid,JhinBot,AmumuSupport,SejuaniTop,Bel'VethJungle,AzirMid,CaitlynBot,MorganaSupport
0,12.19,SejuaniTop,WukongJungle,VexMid,ApheliosBot,RakanSupport,NasusTop,Lee SinJungle,SyndraMid,LucianBot,NamiSupport
1,12.18,GragasTop,GravesJungle,TaliyahMid,ApheliosBot,LuluSupport,RenektonTop,ViJungle,AzirMid,LucianBot,NamiSupport
0,12.18,MaokaiTop,Lee SinJungle,AzirMid,LucianBot,NamiSupport,GwenTop,ViegoJungle,SylasMid,ApheliosBot,LuluSupport
0,12.18,MaokaiTop,Lee SinJungle,LeBlancMid,KalistaBot,SorakaSupport,OrnnTop,ViegoJungle,SylasMid,LucianBot,NamiSupport
0,12.2,UdyrTop,KindredJungle,ViktorMid,DravenBot,BlitzcrankSupport,AatroxTop,SejuaniJungle,SylasMid,AsheBot,BraumSupport
1,12.2,NeekoTop,SejuaniJungle,SwainMid,LucianBot,NamiSupport,UdyrTop,TrundleJungle,AkaliMid,ApheliosBot,SorakaSupport
0,12.2,SejuaniTop,KarthusJungle,YoneMid,JhinBot,YuumiSupport,TrundleTop,Jarvan IVJungle,LissandraMid,SivirBot,NautilusSupport
1,12.18,CamilleTop,GravesJungle,ViktorMid,AsheBot,HeimerdingerSupport,RenektonTop,ViegoJungle,AkaliMid,ApheliosBot,NautilusSupport
0,12.18,FioraTop,SejuaniJungle,SylasMid,Kai'SaBot,NautilusSupport,JayceTop,ViegoJungle,AkaliMid,XayahBot,Renata GlascSupport
0,12.18,AatroxTop,ViJungle,SylasMid,ApheliosBot,SorakaSupport,YoneTop,SejuaniJungle,AkaliMid,VarusBot,Tahm KenchSupport
0,12.2,RenektonTop,ViJungle,GalioMid,VayneBot,YuumiSupport,GangplankTop,ViegoJungle,AkaliMid,Kai'SaBot,AlistarSupport
0,12.2,SejuaniTop,Bel'VethJungle,LissandraMid,LucianBot,NamiSupport,OrnnTop,NocturneJungle,ViktorMid,Kai'SaBot,AmumuSupport
0,12.2,AatroxTop,Jarvan IVJungle,SyndraMid,LucianBot,NamiSupport,IreliaTop,KarmaJungle,ViMid,EkkoBot,CaitlynSupport
1,12.2,OlafTop,HecarimJungle,AzirMid,JhinBot,LeonaSupport,GnarTop,MaokaiJungle,ZiggsMid,CaitlynBot,BraumSupport
0,12.2,SejuaniTop,KarthusJungle,EzrealMid,ZedBot,KarmaSupport,OrnnTop,ViegoJungle,SylasMid,LucianBot,NamiSupport
0,12.2,OlafTop,Lee SinJungle,SyndraMid,JhinBot,RakanSupport,ZiggsTop,ViegoJungle,GwenMid,LeonaBot,EzrealSupport
1,12.2,OrnnTop,Jarvan IVJungle,CassiopeiaMid,VarusBot,Renata GlascSupport,CamilleTop,BlitzcrankJungle,SylasMid,SivirBot,LuluSupport
1,12.2,GragasTop,GravesJungle,ViktorMid,JhinBot,LeonaSupport,RenektonTop,MaokaiJungle,AkaliMid,LucianBot,NamiSupport
0,12.2,OrnnTop,ViegoJungle,SylasMid,JhinBot,LeonaSupport,IllaoiTop,KindredJungle,AzirMid,NautilusBot,VarusSupport
1,12.2,CamilleTop,TrundleJungle,AzirMid,KalistaBot,Renata GlascSupport,OrnnTop,Lee SinJungle,ZiggsMid,JhinBot,LeonaSupport
1,12.2,GragasTop,GravesJungle,RyzeMid,LucianBot,NamiSupport,UdyrTop,ViegoJungle,LissandraMid,VarusBot,Renata GlascSupport
1,12.2,JaxTop,MaokaiJungle,RenektonMid,ZiggsBot,RakanSupport,DariusTop,DianaJungle,AkaliMid,YasuoBot,BardSupport
1,12.18,AatroxTop,ViegoJungle,AzirMid,SivirBot,YuumiSupport,CamilleTop,Bel'VethJungle,SylasMid,VarusBot,MaokaiSupport
0,12.18,SejuaniTop,ViegoJungle,AkaliMid,KalistaBot,Renata GlascSupport,GangplankTop,Lee SinJungle,SylasMid,Kai'SaBot,NautilusSupport
0,12.18,OrnnTop,PoppyJungle,AzirMid,JinxBot,Tahm KenchSupport,CamilleTop,TrundleJungle,AkaliMid,ApheliosBot,ThreshSupport
0,12.18,RenektonTop,NidaleeJungle,AkaliMid,DravenBot,Renata GlascSupport,GnarTop,HecarimJungle,LissandraMid,SivirBot,YuumiSupport
0,12.18,FioraTop,SejuaniJungle,LeBlancMid,LucianBot,NamiSupport,OrnnTop,TrundleJungle,AkaliMid,ApheliosBot,AsheSupport
1,12.18,GnarTop,Bel'VethJungle,AkaliMid,VarusBot,RellSupport,SejuaniTop,ViegoJungle,SylasMid,ApheliosBot,ThreshSupport
0,12.18,RenektonTop,ViegoJungle,GalioMid,Kai'SaBot,NautilusSupport,SejuaniTop,Lee SinJungle,LeBlancMid,ApheliosBot,BraumSupport
1,12.18,SejuaniTop,ViegoJungle,AkaliMid,Kai'SaBot,NautilusSupport,OrnnTop,Lee SinJungle,AzirMid,ApheliosBot,SettSupport
1,12.18,SejuaniTop,Lee SinJungle,AkaliMid,CaitlynBot,MorganaSupport,OrnnTop,TrundleJungle,SylasMid,JhinBot,AsheSupport
1,12.18,CamilleTop,Bel'VethJungle,AkaliMid,VarusBot,LuluSupport,OrnnTop,SejuaniJungle,SylasMid,LucianBot,NamiSupport
1,12.18,SejuaniTop,Lee SinJungle,AkaliMid,ApheliosBot,BraumSupport,GangplankTop,ViegoJungle,SylasMid,Kai'SaBot,NautilusSupport
0,12.18,OrnnTop,GravesJungle,AkaliMid,VarusBot,Renata GlascSupport,CamilleTop,NidaleeJungle,RenektonMid,Kai'SaBot,RakanSupport
0,12.18,AatroxTop,KindredJungle,SylasMid,KalistaBot,TaricSupport,CamilleTop,Bel'VethJungle,TaliyahMid,Miss FortuneBot,RellSupport
1,12.18,GragasTop,ViegoJungle,AkaliMid,DravenBot,Renata GlascSupport,RenektonTop,PoppyJungle,SylasMid,KalistaBot,SorakaSupport
0,12.18,SejuaniTop,ViegoJungle,LissandraMid,SamiraBot,NautilusSupport,MordekaiserTop,MaokaiJungle,YoneMid,ApheliosBot,AlistarSupport
0,12.18,AatroxTop,Lee SinJungle,SylasMid,XayahBot,LeonaSupport,FioraTop,ViegoJungle,AzirMid,VarusBot,BraumSupport
1,12.18,RenektonTop,MaokaiJungle,RyzeMid,Miss FortuneBot,YuumiSupport,GragasTop,KaynJungle,LissandraMid,LucianBot,NamiSupport
0,12.18,GragasTop,WukongJungle,AzirMid,LucianBot,NamiSupport,CamilleTop,SejuaniJungle,YoneMid,Miss FortuneBot,YuumiSupport
1,12.18,SejuaniTop,ViegoJungle,SwainMid,ApheliosBot,LuluSupport,MaokaiTop,PoppyJungle,AzirMid,LucianBot,NamiSupport
0,12.18,GnarTop,SejuaniJungle,AzirMid,JinxBot,LuluSupport,RenektonTop,ViegoJungle,LeBlancMid,ApheliosBot,Renata GlascSupport
1,12.18,GnarTop,SejuaniJungle,ViktorMid,LucianBot,NamiSupport,RenektonTop,KaynJungle,SyndraMid,ApheliosBot,LuluSupport
0,12.18,OrnnTop,SejuaniJungle,AkaliMid,JinxBot,BraumSupport,RenektonTop,NidaleeJungle,YoneMid,JhinBot,NautilusSupport
1,12.18,GragasTop,Bel'VethJungle,VexMid,NilahBot,RellSupport,OrnnTop,TrundleJungle,AkaliMid,ApheliosBot,LuluSupport
1,12.18,OrnnTop,SejuaniJungle,YoneMid,VarusBot,Renata GlascSupport,JaxTop,ViegoJungle,SylasMid,Kai'SaBot,NautilusSupport
0,12.18,RenektonTop,Lee SinJungle,AzirMid,SivirBot,YuumiSupport,OrnnTop,KindredJungle,AkaliMid,KalistaBot,TaricSupport
0,12.18,OrnnTop,GravesJungle,AzirMid,LucianBot,NamiSupport,CamilleTop,ViegoJungle,SylasMid,CaitlynBot,NautilusSupport
0,12.18,GragasTop,ViegoJungle,AkaliMid,SivirBot,YuumiSupport,SejuaniTop,HecarimJungle,SylasMid,VarusBot,AlistarSupport
0,12.18,OrnnTop,GravesJungle,AkaliMid,SamiraBot,RellSupport,SejuaniTop,Lee SinJungle,SylasMid,Kai'SaBot,AlistarSupport
0,12.18,MaokaiTop,HecarimJungle,LissandraMid,SivirBot,YuumiSupport,SejuaniTop,ViegoJungle,AzirMid,ApheliosBot,NautilusSupport
1,12.18,GnarTop,SejuaniJungle,SylasMid,ApheliosBot,ThreshSupport,MaokaiTop,ViegoJungle,AzirMid,JinxBot,Tahm KenchSupport
0,12.18,AatroxTop,Bel'VethJungle,TaliyahMid,EzrealBot,KarmaSupport,FioraTop,ViegoJungle,AzirMid,CaitlynBot,NautilusSupport
1,12.18,IllaoiTop,SejuaniJungle,ViktorMid,SivirBot,YuumiSupport,RenektonTop,NocturneJungle,SylasMid,Kai'SaBot,AlistarSupport
0,12.18,FioraTop,GravesJungle,AkaliMid,SivirBot,YuumiSupport,CamilleTop,MaokaiJungle,AzirMid,Miss FortuneBot,ShenSupport
0,12.18,GangplankTop,DianaJungle,SettMid,SamiraBot,RellSupport,SejuaniTop,KarthusJungle,RenektonMid,LucianBot,NamiSupport
0,12.18,CamilleTop,NidaleeJungle,RenektonMid,JhinBot,PantheonSupport,SejuaniTop,ViegoJungle,AkaliMid,ApheliosBot,ThreshSupport
0,12.18,FioraTop,SejuaniJungle,SylasMid,EzrealBot,BraumSupport,AatroxTop,Bel'VethJungle,AkaliMid,VarusBot,RellSupport
0,12.18,MaokaiTop,WukongJungle,AkaliMid,SamiraBot,AlistarSupport,RenektonTop,Lee SinJungle,AzirMid,SivirBot,YuumiSupport
0,12.18,FioraTop,GravesJungle,OriannaMid,AsheBot,HeimerdingerSupport,KennenTop,Lee SinJungle,AzirMid,SivirBot,SorakaSupport
0,12.18,AatroxTop,PoppyJungle,AkaliMid,EzrealBot,HeimerdingerSupport,JaxTop,SejuaniJungle,AzirMid,ApheliosBot,LuluSupport
1,12.18,AatroxTop,KindredJungle,SylasMid,DravenBot,SorakaSupport,FioraTop,GravesJungle,ViktorMid,KalistaBot,Renata GlascSupport
0,12.18,AatroxTop,Lee SinJungle,LeBlancMid,VarusBot,Renata GlascSupport,CamilleTop,SejuaniJungle,AzirMid,KalistaBot,AsheSupport
0,12.18,JaxTop,SejuaniJungle,AkaliMid,ApheliosBot,LuluSupport,FioraTop,ViegoJungle,SylasMid,EzrealBot,KarmaSupport
1,12.19,FioraTop,ViegoJungle,LissandraMid,SivirBot,YuumiSupport,AatroxTop,GravesJungle,OriannaMid,Kai'SaBot,LeonaSupport
0,12.19,RenektonTop,GravesJungle,AzirMid,LucianBot,NamiSupport,JaxTop,SejuaniJungle,SylasMid,Kai'SaBot,LuluSupport
1,12.19,GnarTop,LilliaJungle,IreliaMid,Kai'SaBot,MaokaiSupport,AatroxTop,TrundleJungle,ViktorMid,LucianBot,NamiSupport
1,12.19,CamilleTop,GravesJungle,SwainMid,ApheliosBot,LuluSupport,MaokaiTop,QiyanaJungle,SeraphineMid,KalistaBot,LeonaSupport
0,12.19,OlafTop,TrundleJungle,AzirMid,XayahBot,MaokaiSupport,CamilleTop,HecarimJungle,TaliyahMid,Kai'SaBot,RellSupport
0,12.19,OrnnTop,KaynJungle,SylasMid,Kai'SaBot,RakanSupport,AatroxTop,DianaJungle,YasuoMid,TristanaBot,LuluSupport
1,12.19,GnarTop,GravesJungle,AzirMid,KalistaBot,NautilusSupport,YoneTop,ViegoJungle,LeBlancMid,Kai'SaBot,BraumSupport
1,12.19,FioraTop,SejuaniJungle,SylasMid,Kai'SaBot,ThreshSupport,OrnnTop,GravesJungle,SionMid,KarthusBot,NamiSupport
1,12.19,MaokaiTop,ViegoJungle,SwainMid,VarusBot,ThreshSupport,SejuaniTop,Xin ZhaoJungle,AzirMid,ApheliosBot,LeonaSupport
1,12.19,AatroxTop,MaokaiJungle,AzirMid,VarusBot,KarmaSupport,GnarTop,HecarimJungle,AniviaMid,ApheliosBot,HeimerdingerSupport
1,12.19,OrnnTop,GravesJungle,LeBlancMid,SivirBot,YuumiSupport,GragasTop,Jarvan IVJungle,ViktorMid,DravenBot,ThreshSupport
0,12.2,DariusTop,MaokaiJungle,ViktorMid,TwitchBot,YuumiSupport,GangplankTop,UdyrJungle,KassadinMid,JinxBot,AlistarSupport
1,12.19,UrgotTop,TrundleJungle,SylasMid,CaitlynBot,LuxSupport,SejuaniTop,KaynJungle,LeBlancMid,DravenBot,BlitzcrankSupport
1,12.19,CamilleTop,SejuaniJungle,AkaliMid,AsheBot,HeimerdingerSupport,OrnnTop,KaynJungle,TaliyahMid,CaitlynBot,PykeSupport
0,12.19,GragasTop,HecarimJungle,OriannaMid,CaitlynBot,KarmaSupport,GnarTop,MaokaiJungle,SylasMid,JhinBot,SorakaSupport
0,12.2,ShenTop,MorganaJungle,TrundleMid,ViktorBot,CaitlynSupport,SejuaniTop,GravesJungle,OriannaMid,Miss FortuneBot,KarmaSupport
1,12.19,SejuaniTop,ViegoJungle,ViktorMid,XayahBot,SorakaSupport,OrnnTop,Xin ZhaoJungle,AkaliMid,SivirBot,YuumiSupport
1,12.2,OrnnTop,SejuaniJungle,SylasMid,JhinBot,BlitzcrankSupport,MaokaiTop,WukongJungle,SyndraMid,AsheBot,SorakaSupport
1,12.2,AatroxTop,MaokaiJungle,ViktorMid,VayneBot,ZileanSupport,OlafTop,SejuaniJungle,SyndraMid,Kai'SaBot,NautilusSupport
1,12.2,UdyrTop,Jarvan IVJungle,SylasMid,KalistaBot,Renata GlascSupport,SettTop,SejuaniJungle,AzirMid,VarusBot,AsheSupport
1,12.2,AatroxTop,ViegoJungle,SyndraMid,ApheliosBot,Renata GlascSupport,DariusTop,SejuaniJungle,AkaliMid,SeraphineBot,LuxSupport
0,12.19,GangplankTop,Bel'VethJungle,AkaliMid,SeraphineBot,MaokaiSupport,JayceTop,ViegoJungle,SwainMid,Miss FortuneBot,NautilusSupport
1,12.2,CamilleTop,ViJungle,AkaliMid,LucianBot,NamiSupport,ShenTop,ViegoJungle,SylasMid,ApheliosBot,LuluSupport
1,12.19,SejuaniTop,LilliaJungle,YoneMid,EzrealBot,KarmaSupport,CamilleTop,MaokaiJungle,SylasMid,CaitlynBot,SorakaSupport
1,12.18,MaokaiTop,Kha'ZixJungle,XerathMid,LucianBot,NamiSupport,CamilleTop,PoppyJungle,AzirMid,ApheliosBot,LuluSupport
1,12.19,JaxTop,UdyrJungle,ViktorMid,LucianBot,SorakaSupport,SionTop,NocturneJungle,ZedMid,XerathBot,NamiSupport
0,12.2,AatroxTop,PoppyJungle,AkaliMid,LucianBot,NamiSupport,YoneTop,GragasJungle,SylasMid,YasuoBot,RellSupport
1,12.19,FioraTop,SejuaniJungle,SylasMid,AsheBot,HeimerdingerSupport,OrnnTop,ViegoJungle,ViktorMid,ApheliosBot,BardSupport
1,12.19,FioraTop,MaokaiJungle,AzirMid,JinxBot,AlistarSupport,JaxTop,ViegoJungle,ViktorMid,Kai'SaBot,BraumSupport
0,12.19,AatroxTop,SejuaniJungle,LeBlancMid,PykeBot,DravenSupport,RenektonTop,LilliaJungle,KassadinMid,VarusBot,Tahm KenchSupport
0,12.19,MaokaiTop,Lee SinJungle,SylasMid,ApheliosBot,ThreshSupport,FioraTop,SejuaniJungle,AzirMid,AsheBot,BlitzcrankSupport
1,12.19,SionTop,Bel'VethJungle,ViktorMid,SivirBot,YuumiSupport,OrnnTop,ViJungle,SylasMid,TwitchBot,RakanSupport
1,12.19,FioraTop,Lee SinJungle,SylasMid,SivirBot,YuumiSupport,GnarTop,NocturneJungle,AzirMid,Miss FortuneBot,SonaSupport
1,12.2,FioraTop,SejuaniJungle,AzirMid,SivirBot,RakanSupport,GnarTop,TrundleJungle,AkaliMid,VarusBot,SorakaSupport
0,12.19,ShenTop,Lee SinJungle,AzirMid,ApheliosBot,SorakaSupport,OrnnTop,ViegoJungle,AkaliMid,JinxBot,LuluSupport
1,12.19,SejuaniTop,GravesJungle,EkkoMid,Miss FortuneBot,Renata GlascSupport,CamilleTop,LilliaJungle,OriannaMid,Kai'SaBot,MaokaiSupport
0,12.19,ShyvanaTop,ViegoJungle,SylasMid,TwitchBot,BraumSupport,GragasTop,GravesJungle,YasuoMid,TristanaBot,RakanSupport
0,12.18,CamilleTop,MaokaiJungle,AzirMid,JinxBot,SorakaSupport,OrnnTop,Bel'VethJungle,ViktorMid,ApheliosBot,BlitzcrankSupport
0,12.19,SejuaniTop,KindredJungle,KarmaMid,SivirBot,YuumiSupport,GragasTop,GravesJungle,ViktorMid,AsheBot,AlistarSupport
1,12.19,AatroxTop,MaokaiJungle,AzirMid,Kai'SaBot,RellSupport,FioraTop,TrundleJungle,SylasMid,Miss FortuneBot,BraumSupport
0,12.19,NasusTop,WukongJungle,LeBlancMid,SivirBot,YuumiSupport,OrnnTop,ZedJungle,RyzeMid,KalistaBot,NautilusSupport
0,12.18,OrnnTop,ViJungle,AkaliMid,Kai'SaBot,AmumuSupport,GwenTop,KaynJungle,AzirMid,ApheliosBot,Tahm KenchSupport
0,12.2,OlafTop,GravesJungle,LissandraMid,AsheBot,HeimerdingerSupport,VladimirTop,ViegoJungle,OrnnMid,Miss FortuneBot,LuxSupport
1,12.19,GragasTop,Jarvan IVJungle,QiyanaMid,AsheBot,HeimerdingerSupport,Dr. MundoTop,GravesJungle,ZoeMid,SivirBot,KarmaSupport
1,12.19,FioraTop,SejuaniJungle,AzirMid,TristanaBot,RellSupport,GnarTop,EliseJungle,ViktorMid,JinxBot,Renata GlascSupport
1,12.19,FioraTop,GravesJungle,LissandraMid,ApheliosBot,LuluSupport,CamilleTop,ViegoJungle,AkaliMid,EzrealBot,KarmaSupport
0,12.19,SejuaniTop,Jarvan IVJungle,OriannaMid,LucianBot,NamiSupport,GragasTop,ViegoJungle,ViktorMid,VarusBot,KarmaSupport
0,12.19,KennenTop,PantheonJungle,AzirMid,AsheBot,Renata GlascSupport,MaokaiTop,GravesJungle,EkkoMid,KalistaBot,AmumuSupport
1,12.19,FioraTop,ViJungle,AzirMid,ApheliosBot,LuluSupport,MalphiteTop,WukongJungle,AkaliMid,LucianBot,NamiSupport
0,12.2,MaokaiTop,ViJungle,CorkiMid,DravenBot,LeonaSupport,SionTop,GravesJungle,ViktorMid,Miss FortuneBot,AlistarSupport
1,12.19,AatroxTop,Jarvan IVJungle,VexMid,TristanaBot,LuluSupport,GnarTop,GravesJungle,SwainMid,ApheliosBot,LeonaSupport
0,12.2,OrnnTop,ViegoJungle,AzirMid,ApheliosBot,JannaSupport,AatroxTop,TrundleJungle,SeraphineMid,CaitlynBot,ThreshSupport
0,12.2,FioraTop,SejuaniJungle,ViktorMid,JinxBot,ThreshSupport,JaxTop,GravesJungle,SylasMid,VarusBot,HeimerdingerSupport
1,12.19,SejuaniTop,Bel'VethJungle,OriannaMid,JinxBot,AmumuSupport,OrnnTop,Rek'SaiJungle,ViktorMid,ApheliosBot,LuluSupport
0,12.19,OrnnTop,Xin ZhaoJungle,ViktorMid,SivirBot,MaokaiSupport,AatroxTop,OlafJungle,AzirMid,KalistaBot,BlitzcrankSupport
1,12.19,AatroxTop,GravesJungle,SylasMid,Kai'SaBot,LeonaSupport,MaokaiTop,WukongJungle,VeigarMid,ZiggsBot,SeraphineSupport
0,12.2,SejuaniTop,ViegoJungle,ViktorMid,AsheBot,NautilusSupport,GwenTop,TrundleJungle,SylasMid,CaitlynBot,Jarvan IVSupport
0,12.19,OrnnTop,GravesJungle,VexMid,SivirBot,NamiSupport,FioraTop,SejuaniJungle,AkaliMid,XayahBot,HeimerdingerSupport
1,12.19,AatroxTop,HecarimJungle,ViktorMid,Kai'SaBot,AmumuSupport,OrnnTop,ViegoJungle,AzirMid,VarusBot,Renata GlascSupport
1,12.19,KennenTop,TrundleJungle,SylasMid,ApheliosBot,LuluSupport,AatroxTop,MaokaiJungle,ViktorMid,Miss FortuneBot,SorakaSupport
0,12.2,SejuaniTop,PoppyJungle,ViktorMid,JinxBot,RakanSupport,GangplankTop,TrundleJungle,SylasMid,KalistaBot,Jarvan IVSupport
1,12.18,Lee SinTop,SejuaniJungle,AkaliMid,OlafBot,LeonaSupport,GnarTop,ViegoJungle,SylasMid,Kai'SaBot,NautilusSupport
1,12.2,FioraTop,PoppyJungle,AzirMid,Miss FortuneBot,NautilusSupport,MalphiteTop,ViegoJungle,LeBlancMid,LucianBot,NamiSupport
1,12.19,AatroxTop,MaokaiJungle,SylasMid,SivirBot,KarmaSupport,WukongTop,SejuaniJungle,YoneMid,VarusBot,LuluSupport
0,12.18,SejuaniTop,Lee SinJungle,AkaliMid,JinxBot,Tahm KenchSupport,IreliaTop,ViegoJungle,SylasMid,RenektonBot,AmumuSupport
1,12.19,SejuaniTop,GravesJungle,TaliyahMid,JinxBot,AmumuSupport,OrnnTop,NocturneJungle,ViktorMid,SivirBot,BraumSupport
1,12.2,TryndamereTop,SejuaniJungle,YoneMid,AsheBot,HeimerdingerSupport,JaxTop,MaokaiJungle,KarmaMid,Kai'SaBot,NautilusSupport
0,12.2,CamilleTop,GravesJungle,SylasMid,SeraphineBot,NautilusSupport,SejuaniTop,MaokaiJungle,YoneMid,JinxBot,ThreshSupport
0,12.19,KennenTop,DianaJungle,YasuoMid,ApheliosBot,LuluSupport,AatroxTop,ViegoJungle,AkaliMid,TristanaBot,RellSupport
1,12.19,FioraTop,TrundleJungle,YoneMid,ApheliosBot,ThreshSupport,MaokaiTop,Bel'VethJungle,AzirMid,Miss FortuneBot,NautilusSupport
0,12.18,JayceTop,ViegoJungle,AzirMid,EzrealBot,BraumSupport,AatroxTop,Lee SinJungle,Xin ZhaoMid,LeonaBot,AkaliSupport
0,12.19,OrnnTop,HecarimJungle,AzirMid,Kai'SaBot,AmumuSupport,SejuaniTop,GravesJungle,LeBlancMid,JinxBot,Renata GlascSupport
1,12.2,RenektonTop,MaokaiJungle,AkaliMid,KalistaBot,RellSupport,JaxTop,HecarimJungle,SylasMid,VarusBot,AlistarSupport
1,12.19,RenektonTop,LilliaJungle,AkaliMid,ApheliosBot,Renata GlascSupport,AatroxTop,ViegoJungle,SylasMid,Kai'SaBot,RakanSupport
0,12.2,JaxTop,SejuaniJungle,YoneMid,ZiggsBot,Renata GlascSupport,CamilleTop,ViegoJungle,LeBlancMid,ApheliosBot,BlitzcrankSupport
1,12.2,CamilleTop,SejuaniJungle,SylasMid,EzrealBot,KarmaSupport,OlafTop,TrundleJungle,ViktorMid,ApheliosBot,SorakaSupport
1,12.2,FioraTop,Jarvan IVJungle,SylasMid,LucianBot,NamiSupport,MaokaiTop,WukongJungle,VexMid,JinxBot,LeonaSupport
0,12.2,FioraTop,GravesJungle,SylasMid,XayahBot,RakanSupport,AatroxTop,UdyrJungle,SyndraMid,SivirBot,LuluSupport
1,12.19,OrnnTop,HecarimJungle,SwainMid,Miss FortuneBot,KarmaSupport,CamilleTop,ShyvanaJungle,VladimirMid,Kai'SaBot,SorakaSupport
0,12.2,AatroxTop,TrundleJungle,SylasMid,ApheliosBot,KarmaSupport,KledTop,MaokaiJungle,AkaliMid,Miss FortuneBot,RakanSupport
0,12.18,FioraTop,KarthusJungle,YoneMid,LucianBot,NamiSupport,AatroxTop,ViegoJungle,AzirMid,VarusBot,SorakaSupport
0,12.2,OrnnTop,Xin ZhaoJungle,AzirMid,LucianBot,NamiSupport,CamilleTop,ViJungle,KatarinaMid,VarusBot,NautilusSupport
0,12.19,SejuaniTop,AmumuJungle,ViegoMid,VarusBot,LuxSupport,OrnnTop,VolibearJungle,TaliyahMid,Miss FortuneBot,Renata GlascSupport
1,12.19,OlafTop,SejuaniJungle,SylasMid,VarusBot,LuluSupport,IllaoiTop,MaokaiJungle,ViktorMid,ApheliosBot,KarmaSupport
1,12.19,YoneTop,SejuaniJungle,TaliyahMid,SivirBot,YuumiSupport,GragasTop,Lee SinJungle,ZedMid,JinxBot,LuluSupport
1,12.19,JaxTop,GravesJungle,SylasMid,TristanaBot,RellSupport,GnarTop,TrundleJungle,AkaliMid,LucianBot,NamiSupport
1,12.19,AatroxTop,MaokaiJungle,AkaliMid,LucianBot,NamiSupport,KaynTop,Xin ZhaoJungle,KarmaMid,KarthusBot,AsheSupport
